step,idxlist,knobs,time_since_start,runtime0,runtime1,runtime2
0,"CREATE INDEX IDX_store_sales_521 ON STORE_SALES (SS_ITEM_SK,SS_TICKET_NUMBER,SS_ADDR_SK,SS_STORE_SK);","seq_page_cost = 10000,enable_nestloop = off,max_parallel_workers = 10,enable_seqscan = off,random_page_cost = 1000,hash_mem_multiplier = 10",30.0,300.0,,
1,"CREATE INDEX IDX_store_sales_521 ON STORE_SALES (SS_ITEM_SK,SS_TICKET_NUMBER,SS_ADDR_SK,SS_STORE_SK);","effective_cache_size = 65536,max_worker_processes = 4,max_parallel_workers = 4,maintenance_work_mem = 32768,effective_io_concurrency = 1000,enable_indexscan = off",33.0,300.0,,
2,"CREATE INDEX IDX_store_sales_521 ON STORE_SALES (SS_ITEM_SK,SS_TICKET_NUMBER,SS_ADDR_SK,SS_STORE_SK);","enable_parallel_hash = off,work_mem = 32768,effective_io_concurrency = 10,hash_mem_multiplier = 1,random_page_cost = 1000,shared_buffers = '8GB'",43.0,300.0,,
3,"CREATE INDEX IDX_store_sales_521 ON STORE_SALES (SS_ITEM_SK,SS_TICKET_NUMBER,SS_ADDR_SK,SS_STORE_SK);","work_mem = 64,effective_io_concurrency = 100,hash_mem_multiplier = 1000,enable_bitmapscan = off,max_parallel_workers = 4,maintenance_work_mem = 1024",47.0,300.0,,
4,"CREATE INDEX IDX_store_sales_521 ON STORE_SALES (SS_ITEM_SK,SS_TICKET_NUMBER,SS_ADDR_SK,SS_STORE_SK);,CREATE INDEX IDX_store_sales_674 ON STORE_SALES (SS_TICKET_NUMBER,SS_LIST_PRICE,SS_CDEMO_SK,SS_ADDR_SK);,CREATE INDEX IDX_store_sales_112 ON STORE_SALES (SS_SOLD_DATE_SK,SS_SALES_PRICE,SS_CDEMO_SK);","seq_page_cost = 100,effective_cache_size = 262144,work_mem = 64,max_parallel_workers_per_gather = 0,max_parallel_workers = 10,max_worker_processes = 20",137.0,300.0,,
5,"CREATE INDEX IDX_store_sales_521 ON STORE_SALES (SS_ITEM_SK,SS_TICKET_NUMBER,SS_ADDR_SK,SS_STORE_SK);,CREATE INDEX IDX_store_sales_674 ON STORE_SALES (SS_TICKET_NUMBER,SS_LIST_PRICE,SS_CDEMO_SK,SS_ADDR_SK);,CREATE INDEX IDX_store_sales_112 ON STORE_SALES (SS_SOLD_DATE_SK,SS_SALES_PRICE,SS_CDEMO_SK);","seq_page_cost = 1000,shared_buffers = '32GB',hash_mem_multiplier = 1000,enable_tidscan = off,work_mem = 1024,effective_io_concurrency = 100",149.0,300.0,,
6,"CREATE INDEX IDX_store_sales_521 ON STORE_SALES (SS_ITEM_SK,SS_TICKET_NUMBER,SS_ADDR_SK,SS_STORE_SK);,CREATE INDEX IDX_store_sales_674 ON STORE_SALES (SS_TICKET_NUMBER,SS_LIST_PRICE,SS_CDEMO_SK,SS_ADDR_SK);,CREATE INDEX IDX_store_sales_112 ON STORE_SALES (SS_SOLD_DATE_SK,SS_SALES_PRICE,SS_CDEMO_SK);","temp_buffers = 10000,max_parallel_workers_per_gather = 10,maintenance_work_mem = 32768,shared_buffers = '32GB',enable_memoize = off,effective_io_concurrency = 1000",161.0,300.0,,
7,"CREATE INDEX IDX_store_sales_143 ON STORE_SALES (SS_ITEM_SK,SS_TICKET_NUMBER,SS_SALES_PRICE);,CREATE INDEX IDX_store_sales_2788 ON STORE_SALES (SS_SOLD_DATE_SK,SS_CUSTOMER_SK,SS_TICKET_NUMBER,SS_LIST_PRICE,SS_HDEMO_SK,SS_ADDR_SK,SS_WHOLESALE_COST);","hash_mem_multiplier = 10,enable_material = off,enable_hashjoin = off,shared_buffers = '8GB',enable_hashagg = off,temp_buffers = 100000",481.0,270.776615858078,256.6965274810791,255.00575613975525
8,"CREATE INDEX IDX_store_sales_143 ON STORE_SALES (SS_ITEM_SK,SS_TICKET_NUMBER,SS_SALES_PRICE);,CREATE INDEX IDX_store_sales_2788 ON STORE_SALES (SS_SOLD_DATE_SK,SS_CUSTOMER_SK,SS_TICKET_NUMBER,SS_LIST_PRICE,SS_HDEMO_SK,SS_ADDR_SK,SS_WHOLESALE_COST);","effective_cache_size = 4194304,effective_io_concurrency = 1000,max_parallel_workers = 10,work_mem = 262144,max_parallel_workers_per_gather = 10,enable_bitmapscan = off",492.0,267.15668296813965,270.776615858078,
9,"CREATE INDEX IDX_store_sales_143 ON STORE_SALES (SS_ITEM_SK,SS_TICKET_NUMBER,SS_SALES_PRICE);,CREATE INDEX IDX_store_sales_2788 ON STORE_SALES (SS_SOLD_DATE_SK,SS_CUSTOMER_SK,SS_TICKET_NUMBER,SS_LIST_PRICE,SS_HDEMO_SK,SS_ADDR_SK,SS_WHOLESALE_COST);","temp_buffers = 100,enable_bitmapscan = off,enable_hashjoin = off,hash_mem_multiplier = 10,enable_indexscan = off,maintenance_work_mem = 262144",503.0,270.776615858078,270.776615858078,
10,"CREATE INDEX IDX_store_sales_143 ON STORE_SALES (SS_ITEM_SK,SS_TICKET_NUMBER,SS_SALES_PRICE);,CREATE INDEX IDX_store_sales_2788 ON STORE_SALES (SS_SOLD_DATE_SK,SS_CUSTOMER_SK,SS_TICKET_NUMBER,SS_LIST_PRICE,SS_HDEMO_SK,SS_ADDR_SK,SS_WHOLESALE_COST);","effective_cache_size = 262144,work_mem = 2097152,temp_buffers = 100000,seq_page_cost = 10,max_parallel_workers_per_gather = 10,enable_seqscan = off",514.0,270.776615858078,270.776615858078,
11,"CREATE INDEX IDX_store_sales_3392 ON STORE_SALES (SS_SOLD_DATE_SK,SS_ITEM_SK,SS_CUSTOMER_SK,SS_LIST_PRICE,SS_CDEMO_SK,SS_HDEMO_SK,SS_ADDR_SK,SS_PROMO_SK);,CREATE INDEX IDX_customer_37 ON CUSTOMER (C_CUSTOMER_SK,C_CURRENT_CDEMO_SK,C_CURRENT_HDEMO_SK);,CREATE INDEX IDX_store_sales_2014 ON STORE_SALES (SS_SOLD_DATE_SK,SS_LIST_PRICE,SS_CDEMO_SK,SS_HDEMO_SK,SS_STORE_SK,SS_PROMO_SK);","enable_nestloop = off,enable_bitmapscan = off,effective_io_concurrency = 10,shared_buffers = '4GB',enable_indexscan = off,max_parallel_workers_per_gather = 20",783.0,270.776615858078,270.776615858078,
12,"CREATE INDEX IDX_store_sales_3392 ON STORE_SALES (SS_SOLD_DATE_SK,SS_ITEM_SK,SS_CUSTOMER_SK,SS_LIST_PRICE,SS_CDEMO_SK,SS_HDEMO_SK,SS_ADDR_SK,SS_PROMO_SK);,CREATE INDEX IDX_customer_37 ON CUSTOMER (C_CUSTOMER_SK,C_CURRENT_CDEMO_SK,C_CURRENT_HDEMO_SK);,CREATE INDEX IDX_store_sales_2014 ON STORE_SALES (SS_SOLD_DATE_SK,SS_LIST_PRICE,SS_CDEMO_SK,SS_HDEMO_SK,SS_STORE_SK,SS_PROMO_SK);","enable_memoize = off,max_parallel_workers_per_gather = 20,hash_mem_multiplier = 100,effective_cache_size = 4194304,enable_material = off,temp_buffers = 10000",801.0,270.776615858078,270.776615858078,
13,"CREATE INDEX IDX_store_sales_3392 ON STORE_SALES (SS_SOLD_DATE_SK,SS_ITEM_SK,SS_CUSTOMER_SK,SS_LIST_PRICE,SS_CDEMO_SK,SS_HDEMO_SK,SS_ADDR_SK,SS_PROMO_SK);,CREATE INDEX IDX_customer_37 ON CUSTOMER (C_CUSTOMER_SK,C_CURRENT_CDEMO_SK,C_CURRENT_HDEMO_SK);,CREATE INDEX IDX_store_sales_2014 ON STORE_SALES (SS_SOLD_DATE_SK,SS_LIST_PRICE,SS_CDEMO_SK,SS_HDEMO_SK,SS_STORE_SK,SS_PROMO_SK);","maintenance_work_mem = 1024,random_page_cost = 100,enable_nestloop = off,temp_buffers = 100,max_worker_processes = 10,seq_page_cost = 10",848.0,270.776615858078,270.776615858078,
14,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',902.0,270.776615858078,270.776615858078,
15,"CREATE INDEX IDX_store_sales_3392 ON STORE_SALES (SS_SOLD_DATE_SK,SS_ITEM_SK,SS_CUSTOMER_SK,SS_LIST_PRICE,SS_CDEMO_SK,SS_HDEMO_SK,SS_ADDR_SK,SS_PROMO_SK);,CREATE INDEX IDX_customer_37 ON CUSTOMER (C_CUSTOMER_SK,C_CURRENT_CDEMO_SK,C_CURRENT_HDEMO_SK);,CREATE INDEX IDX_store_sales_1976 ON STORE_SALES (SS_SOLD_DATE_SK,SS_TICKET_NUMBER,SS_CDEMO_SK,SS_HDEMO_SK,SS_ADDR_SK,SS_STORE_SK);,CREATE INDEX IDX_store_sales_2014 ON STORE_SALES (SS_SOLD_DATE_SK,SS_LIST_PRICE,SS_CDEMO_SK,SS_HDEMO_SK,SS_STORE_SK,SS_PROMO_SK);","shared_buffers = '32GB',maintenance_work_mem = 2097152,effective_io_concurrency = 100,enable_hashjoin = off,hash_mem_multiplier = 1,max_worker_processes = 4",917.0,270.776615858078,270.776615858078,
16,"CREATE INDEX IDX_store_sales_3392 ON STORE_SALES (SS_SOLD_DATE_SK,SS_ITEM_SK,SS_CUSTOMER_SK,SS_LIST_PRICE,SS_CDEMO_SK,SS_HDEMO_SK,SS_ADDR_SK,SS_PROMO_SK);,CREATE INDEX IDX_customer_37 ON CUSTOMER (C_CUSTOMER_SK,C_CURRENT_CDEMO_SK,C_CURRENT_HDEMO_SK);,CREATE INDEX IDX_store_sales_1976 ON STORE_SALES (SS_SOLD_DATE_SK,SS_TICKET_NUMBER,SS_CDEMO_SK,SS_HDEMO_SK,SS_ADDR_SK,SS_STORE_SK);,CREATE INDEX IDX_store_sales_2014 ON STORE_SALES (SS_SOLD_DATE_SK,SS_LIST_PRICE,SS_CDEMO_SK,SS_HDEMO_SK,SS_STORE_SK,SS_PROMO_SK);","enable_indexscan = off,random_page_cost = 10000,enable_nestloop = off,maintenance_work_mem = 2097152,seq_page_cost = 10000,work_mem = 2097152",931.0,270.776615858078,270.776615858078,
17,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',1107.0,270.776615858078,270.776615858078,
