step,idxlist,knobs,time_since_start,runtime0,runtime1,runtime2
10,"CREATE INDEX IDX_web_sales_14 ON WEB_SALES (WS_ITEM_SK,WS_WHOLESALE_COST);,CREATE INDEX IDX_store_sales_3823 ON STORE_SALES (SS_SOLD_DATE_SK,SS_ITEM_SK,SS_CUSTOMER_SK,SS_TICKET_NUMBER,SS_LIST_PRICE,SS_CDEMO_SK,SS_ADDR_SK,SS_STORE_SK,SS_WHOLESALE_COST);,CREATE INDEX IDX_store_sales_186 ON STORE_SALES (SS_CUSTOMER_SK,SS_LIST_PRICE,SS_SALES_PRICE);,CREATE INDEX IDX_store_sales_1556 ON STORE_SALES (SS_LIST_PRICE,SS_CDEMO_SK,SS_ADDR_SK,SS_STORE_SK,SS_WHOLESALE_COST);","temp_buffers = 1000,work_mem = 1024,maintenance_work_mem = 1024,hash_mem_multiplier = 100,enable_parallel_hash = off,max_worker_processes = 0",1079.0,205.91114354133606,205.91114354133606,
11,"CREATE INDEX IDX_web_sales_14 ON WEB_SALES (WS_ITEM_SK,WS_WHOLESALE_COST);,CREATE INDEX IDX_store_sales_3823 ON STORE_SALES (SS_SOLD_DATE_SK,SS_ITEM_SK,SS_CUSTOMER_SK,SS_TICKET_NUMBER,SS_LIST_PRICE,SS_CDEMO_SK,SS_ADDR_SK,SS_STORE_SK,SS_WHOLESALE_COST);,CREATE INDEX IDX_store_sales_186 ON STORE_SALES (SS_CUSTOMER_SK,SS_LIST_PRICE,SS_SALES_PRICE);,CREATE INDEX IDX_store_sales_1556 ON STORE_SALES (SS_LIST_PRICE,SS_CDEMO_SK,SS_ADDR_SK,SS_STORE_SK,SS_WHOLESALE_COST);","enable_bitmapscan = off,work_mem = 64,seq_page_cost = 1000,max_worker_processes = 4,effective_io_concurrency = 100,max_parallel_workers = 10",1138.0,205.91114354133606,205.91114354133606,
12,"CREATE INDEX IDX_web_sales_14 ON WEB_SALES (WS_ITEM_SK,WS_WHOLESALE_COST);,CREATE INDEX IDX_store_sales_3823 ON STORE_SALES (SS_SOLD_DATE_SK,SS_ITEM_SK,SS_CUSTOMER_SK,SS_TICKET_NUMBER,SS_LIST_PRICE,SS_CDEMO_SK,SS_ADDR_SK,SS_STORE_SK,SS_WHOLESALE_COST);,CREATE INDEX IDX_store_sales_186 ON STORE_SALES (SS_CUSTOMER_SK,SS_LIST_PRICE,SS_SALES_PRICE);,CREATE INDEX IDX_store_sales_1556 ON STORE_SALES (SS_LIST_PRICE,SS_CDEMO_SK,SS_ADDR_SK,SS_STORE_SK,SS_WHOLESALE_COST);","temp_buffers = 100,effective_io_concurrency = 100,enable_tidscan = off,maintenance_work_mem = 1024,random_page_cost = 100,max_parallel_workers = 0",1197.0,205.91114354133606,205.91114354133606,
13,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',1636.0,205.91114354133606,205.91114354133606,
14,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',1846.0,205.91114354133606,205.91114354133606,
15,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',2338.0,205.91114354133606,205.91114354133606,
16,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',2790.0,205.91114354133606,205.91114354133606,
17,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',3312.0,205.91114354133606,205.91114354133606,
18,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',3695.0,205.91114354133606,205.91114354133606,
19,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',4598.0,205.91114354133606,205.91114354133606,
20,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',4767.0,205.91114354133606,205.91114354133606,
21,"CREATE INDEX IDX_store_sales_2100 ON STORE_SALES (SS_ITEM_SK,SS_CUSTOMER_SK,SS_TICKET_NUMBER,SS_ADDR_SK,SS_STORE_SK,SS_WHOLESALE_COST);,CREATE INDEX IDX_store_sales_78 ON STORE_SALES (SS_SOLD_DATE_SK,SS_ITEM_SK,SS_CUSTOMER_SK);,CREATE INDEX IDX_store_sales_406 ON STORE_SALES (SS_SOLD_DATE_SK,SS_TICKET_NUMBER,SS_PROMO_SK,SS_WHOLESALE_COST);","work_mem = 64,hash_mem_multiplier = 1000,shared_buffers = '32GB',random_page_cost = 10000,effective_io_concurrency = 0,enable_hashjoin = off",5209.0,205.91114354133606,205.91114354133606,
22,"CREATE INDEX IDX_store_sales_2100 ON STORE_SALES (SS_ITEM_SK,SS_CUSTOMER_SK,SS_TICKET_NUMBER,SS_ADDR_SK,SS_STORE_SK,SS_WHOLESALE_COST);,CREATE INDEX IDX_store_sales_78 ON STORE_SALES (SS_SOLD_DATE_SK,SS_ITEM_SK,SS_CUSTOMER_SK);,CREATE INDEX IDX_store_sales_406 ON STORE_SALES (SS_SOLD_DATE_SK,SS_TICKET_NUMBER,SS_PROMO_SK,SS_WHOLESALE_COST);","effective_cache_size = 65536,seq_page_cost = 100,enable_nestloop = off,work_mem = 1024,max_parallel_workers = 20,enable_material = off",5303.0,205.91114354133606,205.91114354133606,
23,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',5584.0,205.91114354133606,205.91114354133606,
24,"CREATE INDEX IDX_store_sales_2100 ON STORE_SALES (SS_ITEM_SK,SS_CUSTOMER_SK,SS_TICKET_NUMBER,SS_ADDR_SK,SS_STORE_SK,SS_WHOLESALE_COST);,CREATE INDEX IDX_store_sales_78 ON STORE_SALES (SS_SOLD_DATE_SK,SS_ITEM_SK,SS_CUSTOMER_SK);,CREATE INDEX IDX_store_sales_3236 ON STORE_SALES (SS_CUSTOMER_SK,SS_TICKET_NUMBER,SS_HDEMO_SK,SS_ADDR_SK,SS_STORE_SK,SS_PROMO_SK,SS_WHOLESALE_COST);,CREATE INDEX IDX_store_sales_406 ON STORE_SALES (SS_SOLD_DATE_SK,SS_TICKET_NUMBER,SS_PROMO_SK,SS_WHOLESALE_COST);","effective_io_concurrency = 100,enable_memoize = off,seq_page_cost = 100,shared_buffers = '1GB',force_parallel_mode = on,maintenance_work_mem = 262144",5702.0,205.91114354133606,205.91114354133606,
25,"CREATE INDEX IDX_store_sales_2100 ON STORE_SALES (SS_ITEM_SK,SS_CUSTOMER_SK,SS_TICKET_NUMBER,SS_ADDR_SK,SS_STORE_SK,SS_WHOLESALE_COST);,CREATE INDEX IDX_store_sales_78 ON STORE_SALES (SS_SOLD_DATE_SK,SS_ITEM_SK,SS_CUSTOMER_SK);,CREATE INDEX IDX_store_sales_3236 ON STORE_SALES (SS_CUSTOMER_SK,SS_TICKET_NUMBER,SS_HDEMO_SK,SS_ADDR_SK,SS_STORE_SK,SS_PROMO_SK,SS_WHOLESALE_COST);,CREATE INDEX IDX_store_sales_406 ON STORE_SALES (SS_SOLD_DATE_SK,SS_TICKET_NUMBER,SS_PROMO_SK,SS_WHOLESALE_COST);","max_parallel_workers = 10,temp_buffers = 100,hash_mem_multiplier = 100,enable_indexscan = off,enable_hashjoin = off,seq_page_cost = 1000",5889.0,205.91114354133606,205.91114354133606,
26,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',6493.0,205.91114354133606,205.91114354133606,
27,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',6572.0,205.91114354133606,205.91114354133606,
28,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',7434.0,205.91114354133606,205.91114354133606,
29,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',7769.0,205.91114354133606,205.91114354133606,
30,"CREATE INDEX IDX_date_dim_1 ON DATE_DIM (D_DATE);,CREATE INDEX IDX_store_sales_1911 ON STORE_SALES (SS_SOLD_DATE_SK,SS_CUSTOMER_SK,SS_CDEMO_SK,SS_HDEMO_SK,SS_PROMO_SK,SS_WHOLESALE_COST);","temp_buffers = 100,force_parallel_mode = on,max_parallel_workers_per_gather = 0,enable_memoize = off,enable_indexscan = off,effective_cache_size = 262144",8395.0,205.91114354133606,205.91114354133606,
31,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',8395.0,205.91114354133606,205.91114354133606,
32,"CREATE INDEX IDX_date_dim_1 ON DATE_DIM (D_DATE);,CREATE INDEX IDX_store_sales_1911 ON STORE_SALES (SS_SOLD_DATE_SK,SS_CUSTOMER_SK,SS_CDEMO_SK,SS_HDEMO_SK,SS_PROMO_SK,SS_WHOLESALE_COST);","random_page_cost = 100000,effective_cache_size = 4194304,enable_tidscan = off,enable_parallel_hash = off,enable_mergejoin = off,hash_mem_multiplier = 10",8650.0,205.91114354133606,205.91114354133606,
33,"CREATE INDEX IDX_date_dim_1 ON DATE_DIM (D_DATE);,CREATE INDEX IDX_store_sales_1911 ON STORE_SALES (SS_SOLD_DATE_SK,SS_CUSTOMER_SK,SS_CDEMO_SK,SS_HDEMO_SK,SS_PROMO_SK,SS_WHOLESALE_COST);","effective_io_concurrency = 1000,seq_page_cost = 1000,random_page_cost = 1000,force_parallel_mode = on,work_mem = 32768,maintenance_work_mem = 2097152",8903.0,205.91114354133606,205.91114354133606,
34,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',9415.0,205.91114354133606,205.91114354133606,
35,"CREATE INDEX IDX_date_dim_1 ON DATE_DIM (D_DATE);,CREATE INDEX IDX_store_sales_1841 ON STORE_SALES (SS_SOLD_DATE_SK,SS_CUSTOMER_SK,SS_TICKET_NUMBER,SS_HDEMO_SK,SS_ADDR_SK,SS_STORE_SK);,CREATE INDEX IDX_store_sales_1911 ON STORE_SALES (SS_SOLD_DATE_SK,SS_CUSTOMER_SK,SS_CDEMO_SK,SS_HDEMO_SK,SS_PROMO_SK,SS_WHOLESALE_COST);","maintenance_work_mem = 2097152,effective_io_concurrency = 10,temp_buffers = 100000,random_page_cost = 100,shared_buffers = '4GB',seq_page_cost = 10000",9689.0,205.91114354133606,205.91114354133606,
36,"CREATE INDEX IDX_date_dim_1 ON DATE_DIM (D_DATE);,CREATE INDEX IDX_store_sales_1841 ON STORE_SALES (SS_SOLD_DATE_SK,SS_CUSTOMER_SK,SS_TICKET_NUMBER,SS_HDEMO_SK,SS_ADDR_SK,SS_STORE_SK);,CREATE INDEX IDX_store_sales_1911 ON STORE_SALES (SS_SOLD_DATE_SK,SS_CUSTOMER_SK,SS_CDEMO_SK,SS_HDEMO_SK,SS_PROMO_SK,SS_WHOLESALE_COST);","effective_cache_size = 65536,maintenance_work_mem = 1024,enable_tidscan = off,max_parallel_workers_per_gather = 20,max_parallel_workers = 20,work_mem = 1024",10188.0,205.91114354133606,205.91114354133606,
37,"CREATE INDEX IDX_date_dim_1 ON DATE_DIM (D_DATE);,CREATE INDEX IDX_store_sales_1841 ON STORE_SALES (SS_SOLD_DATE_SK,SS_CUSTOMER_SK,SS_TICKET_NUMBER,SS_HDEMO_SK,SS_ADDR_SK,SS_STORE_SK);,CREATE INDEX IDX_store_sales_1911 ON STORE_SALES (SS_SOLD_DATE_SK,SS_CUSTOMER_SK,SS_CDEMO_SK,SS_HDEMO_SK,SS_PROMO_SK,SS_WHOLESALE_COST);","effective_io_concurrency = 1000,work_mem = 1024,seq_page_cost = 10,maintenance_work_mem = 32768,enable_mergejoin = off,max_parallel_workers_per_gather = 20",10436.0,205.91114354133606,205.91114354133606,
38,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',10436.0,205.91114354133606,205.91114354133606,
39,"CREATE INDEX IDX_date_dim_1 ON DATE_DIM (D_DATE);,CREATE INDEX IDX_store_sales_1841 ON STORE_SALES (SS_SOLD_DATE_SK,SS_CUSTOMER_SK,SS_TICKET_NUMBER,SS_HDEMO_SK,SS_ADDR_SK,SS_STORE_SK);,CREATE INDEX IDX_store_sales_1911 ON STORE_SALES (SS_SOLD_DATE_SK,SS_CUSTOMER_SK,SS_CDEMO_SK,SS_HDEMO_SK,SS_PROMO_SK,SS_WHOLESALE_COST);","maintenance_work_mem = 262144,max_parallel_workers = 4,temp_buffers = 1000,max_worker_processes = 0,seq_page_cost = 10000,enable_memoize = off",10682.0,205.91114354133606,205.91114354133606,
40,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',11451.0,205.91114354133606,205.91114354133606,
41,"CREATE INDEX IDX_store_sales_396 ON STORE_SALES (SS_SOLD_DATE_SK,SS_TICKET_NUMBER,SS_CDEMO_SK,SS_WHOLESALE_COST);,CREATE INDEX IDX_date_dim_1 ON DATE_DIM (D_DATE);,CREATE INDEX IDX_store_sales_1841 ON STORE_SALES (SS_SOLD_DATE_SK,SS_CUSTOMER_SK,SS_TICKET_NUMBER,SS_HDEMO_SK,SS_ADDR_SK,SS_STORE_SK);,CREATE INDEX IDX_store_sales_1911 ON STORE_SALES (SS_SOLD_DATE_SK,SS_CUSTOMER_SK,SS_CDEMO_SK,SS_HDEMO_SK,SS_PROMO_SK,SS_WHOLESALE_COST);","temp_buffers = 1000,max_worker_processes = 0,max_parallel_workers = 0,effective_io_concurrency = 100,enable_hashagg = off,enable_memoize = off",11696.0,205.91114354133606,205.91114354133606,
42,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',12378.0,205.91114354133606,205.91114354133606,
43,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',12447.0,205.91114354133606,205.91114354133606,
44,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',13298.0,205.91114354133606,205.91114354133606,
45,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',14207.0,205.91114354133606,205.91114354133606,
46,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',14278.0,205.91114354133606,205.91114354133606,
47,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',15113.0,205.91114354133606,205.91114354133606,
48,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',15456.0,205.91114354133606,205.91114354133606,
49,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',16035.0,205.91114354133606,205.91114354133606,
50,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',16922.0,205.91114354133606,205.91114354133606,
51,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',16996.0,205.91114354133606,205.91114354133606,
52,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',17920.0,205.91114354133606,205.91114354133606,
53,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',18256.0,205.91114354133606,205.91114354133606,
54,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',18844.0,205.91114354133606,205.91114354133606,
55,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',19236.0,205.91114354133606,205.91114354133606,
56,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',19760.0,205.91114354133606,205.91114354133606,
57,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',20711.0,205.91114354133606,205.91114354133606,
58,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',21625.0,205.91114354133606,205.91114354133606,
59,"CREATE INDEX IDX_customer_0 ON CUSTOMER (C_CUSTOMER_SK);,CREATE INDEX IDX_store_sales_2731 ON STORE_SALES (SS_SOLD_DATE_SK,SS_ITEM_SK,SS_LIST_PRICE,SS_CDEMO_SK,SS_ADDR_SK,SS_STORE_SK,SS_PROMO_SK);,CREATE INDEX IDX_store_sales_1411 ON STORE_SALES (SS_CUSTOMER_SK,SS_LIST_PRICE,SS_CDEMO_SK,SS_STORE_SK,SS_PROMO_SK);,CREATE INDEX IDX_store_sales_3829 ON STORE_SALES (SS_SOLD_DATE_SK,SS_ITEM_SK,SS_CUSTOMER_SK,SS_TICKET_NUMBER,SS_LIST_PRICE,SS_HDEMO_SK,SS_STORE_SK,SS_PROMO_SK,SS_WHOLESALE_COST);","work_mem = 262144,maintenance_work_mem = 2097152,hash_mem_multiplier = 1000,seq_page_cost = 10,shared_buffers = '4GB',effective_cache_size = 262144",22028.0,205.91114354133606,190.1982684135437,187.82282900810242
60,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',22080.0,205.91114354133606,205.91114354133606,
61,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',22537.0,205.91114354133606,205.91114354133606,
62,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',23476.0,205.91114354133606,205.91114354133606,
